구분(지역),관리센터명,센터유형,연락처,주소,주소(세)
제주,사회복지법인 인효원 제주복지노인전문병원,보건의료,064-747-1410,제주특별자치도 제주시 이도이동,315
인천,가천대길병원,보건의료,032-460-3890,인천 남동구 구월동,남동대로 774번길 21
전북,전북대학교병원,보건의료,063-250-1524,전북 전주시 덕진구 금암동, 634-18
전북,오성의료재단 동군산병원,보건의료,063-440-0670,전라북도 군산시 조촌로 149 (조촌동),진료협력팀 사회사업실
경남,의료법인진주의료재단 진주성남병원,보건의료,055-790-0092,경남 진주시 문산읍 문산로 831,.
경남,경남도립김해노인전문병원,보건의료,055-330-2000,경남 김해시 삼계동, 392-2번지
부산,인창병원,보건의료,051-461-3285,부산 동구 중앙대로 281 (초량동),사회사업실
대구,베네스트 마음건강센터,보건의료,053-635-5865,대구광역시 달서구 송현동 학산로,246 삼정빌딩 202호
부산,메리놀병원,보건의료,051-461-2502,부산 중구 대청동4가,12
전남,무안병원,보건의료,061-450-3109,전남 무안군 무안읍 성동리,165
경북,영남대학교의과대학 부속 영천병원,보건의료,054-330-7045,경북 영천시 오수동,오수 1길 10  영남대학교의과대학 부속 영천병원
경북,의료법인 혜원의료재단 혜원성모병원,보건의료,054-979-7114,경북 칠곡군 약목면 관호리, 910-12번지
경기,동국대학교 일산병원,보건의료,031-961-8361,경기 고양시 일산동구 동국로 27 (식사동),동국대학교일산병원
대전,대전광역시립 제1노인전문병원,보건의료,042-280-5062,대전 유성구 방현동,Feb-30
광주,광주광역시남구보건소,보건의료,062-607-4497,광주광역시 남구 봉선동 봉선로122번길 1,남구청 5층 남구보건소
경남,성미카엘요양병원,보건의료,055-264-6007,경남 창원시 의창구 사림로45번길 4-11 (사림동),(사림동)
인천,건강과나눔,보건의료,032-213-9111,인천 부평구 부평3동,277-21 세원빌딩 202호
전남,(의)삼선의료재단 영암병원,보건의료,061-470-7116,전라남도 영암군 영암읍 오리정길 8,영암병원
서울,중앙대학교병원,보건의료,02-6299-1510,서울 동작구 흑석1동, 중앙대학교병원
광주,광주기독병원,보건의료,062-650-5597,광주 남구 양림로 37 (양림동), 광주기독병원
전북,전주시보건소 정신보건센터,보건의료,063-273-6995,전북 전주시 덕진구 진북동,416-12
경남,김해한솔재활요양병원,보건의료,055-329-3340,경남 김해시 부원동, 621-9
제주,(사)제주특별자치도농아인협회 제주시지부,장애인복지시설,064-757-2120,제주 제주시 이도1동, 1660 (3층)
광주,광주생명의전화,사회복지분야 법인/단체,062-232-9192,광주 동구 동명로 60 (동명동),60
전북,완주지역자활센터,사회복지분야 법인/단체,063-232-1377,전라북도 완주군 삼례읍 별산농원길 20,.
전북,둥근마음,사회복지분야 법인/단체,063-841-6446,전라북도 익산시 인화동1가 목천로 229,
전북,어린이재단 전북지역본부,사회복지분야 법인/단체,063-276-2800,전북 전주시 덕진구 금암동 ,760-1 전북사회복지회관 2층
전북,경애원,사회복지분야 법인/단체,063-636-0035,전북 남원시 인월면 인월중군길 113, 경애원
전남,목포자원봉사자협의회,사회복지분야 법인/단체,061-284-3545,전남 목포시 영산로 279 (용당동),성일빌딩4증
전남,어린이재단 전남지역본부,사회복지분야 법인/단체,061-332-8993,전남 나주시 남산길 45-12 (죽림동),960-4번지 바다빌딩 5층
전남,목포수화통역센터,사회복지분야 법인/단체,061-242-2165,전남 목포시 동명동, 281번지  구 동명동사무소 2층
대전,(사)대전광역시시각장애인연합회,사회복지분야 법인/단체,042-226-8040,대전 중구 산성동, 120-18
서울,사회복지법인월드비전,사회복지분야 법인/단체,02-2078-7072,서울 영등포구 여의도동, 24-2
울산,수연특수아어린이집,사회복지분야 법인/단체,052-225-4288,울산 울주군 웅촌면 통천리, 807-3번지
부산,부산광역시서부노인보호전문기관,사회복지분야 법인/단체,051-867-9119,부산광역시 연제구 연제로8번길 46 (연산동),5층
부산,빛과소금복지재단,사회복지분야 법인/단체,051-466-5522,부산 동구 초량동, 1005-3
부산,송도노인복지센터,사회복지분야 법인/단체,051-246-9312,부산광역시 서구 암남공원로,"522 (암남동, 송도요양병원 1층)"
부산,아미정신건강센터,사회복지분야 법인/단체,051-244-2005,부산광역시 서구 아미로12번길,25
대구,사회복지법인 베네스트 비콘,사회복지분야 법인/단체,053-628-5868,대구광역시 남구 현충로 98 (대명동),사회복지법인 베네스트 비콘
부산,부산생명의전화,사회복지분야 법인/단체,051-804-0896,부산광역시 부산진구 동성로 143 (전포동),신우빌딩 410호
경북,정신재활시설 사랑의집,사회복지분야 법인/단체,054-435-6067,경북 김천시 어모면 능치리,신애길 142
경북,(사)포항여성회,사회복지분야 법인/단체,054-275-7436,경북 포항시 남구 송림로10번길 6-2 (송도동),465-4번지
경북,경주가정폭력상담소,사회복지분야 법인/단체,054-749-1366,경북 경주시 성동동, 182-19번지 경주가정폭력상담소
제주,제주가톨릭사회복지회,사회복지분야 법인/단체,064-751-0251,제주 제주시 삼도2동,114
경기,고운누리,정신요양시설,031-753-2490,경기 성남시 수정구 산성대로 193 (수진동),2193번지 금성빌딩 5층
경기,정신요양시설 박애원,사회복지분야 법인/단체,031-977-5280,경기 고양시 일산구 설문동, 701-1
전북,전북진안지역자활센터,사회복지분야 법인/단체,063-432-9005,전라북도 진안군 진안읍,진무로 975
인천,(사)인천장애우권익문제연구소,사회복지분야 법인/단체,032-889-8298,인천광역시 남동구 간석3동,26-3 인천사회복지회관703호
대전,(사)한국장애인정보화협회 대전광역시평생교육원,사회복지분야 법인/단체,042-672-3131,대전광역시 중구 대흥로,1-192 대일빌딩 4층
대전,사회복지법인 사랑의집,노인복지시설,042-825-4004,대전 유성구 송정동,196
대전,연광실버타운,노인복지시설,042-581-2248,대전광역시 서구 영골길 159 (오동),오동 277-5
광주,(사)한가족상담센터,사회복지분야 법인/단체,062-527-3400,광주광역시 서구 농성동,269-8 거송빌딩 1002호
광주,(사)광주북구장애인복지회,사회복지분야 법인/단체,062-269-6380,광주광역시 북구 각화동 동문대로,238-8
충남,충남지체장애인협회계룡시지회,사회복지분야 법인/단체,042-841-9990,충청남도 계룡시 계룡대로 325 (금암동),"6층, 충남지체장애인협회 계룡시지회"
충남,(사)충남장애인부모회 천안지회,사회복지분야 법인/단체,041-582-6289,충남 천안시 서북구 성환읍 성진로 4,(사)충남장애인부모회 천안지회
충남,충남부여지역자활센터,사회복지분야 법인/단체,041-832-0811,충남 부여군 규암면합송리 ,742-1
충남,(사)한국곰두리봉사회 충남지부 공주지회,사회복지분야 법인/단체,041-858-8205,충남 공주시 무령로 129 (교동),1층
충남,충청남도가정위탁지원센터,사회복지분야 법인/단체,041-577-1226,충청남도 천안시 서북구 두정동 두정중10길,8 희망빌딩4층
충남,충남여성인권상담센터,사회복지분야 법인/단체,041-575-1366,충청남도 천안시 서북구 성정로,91 영진빌딩 3층
세종,세종재가노인지원센터,노인복지시설,044-868-6004,세종특별자치시   장안길,Jul-97
충남,충남남부아동보호전문기관,아동복지시설,041-734-6640,충청남도 논산시 취암동,1069-3
충남,아산시기초푸드뱅크,사회복지분야 법인/단체,041-534-1377,충남 아산시 배방면 북수리,707-74
울산,울산동구지역자활센터,사회복지분야 법인/단체,052-235-3635,울산광역시 동구 방어동,258-7
울산,울주군지역자활센터,사회복지분야 법인/단체,052-922-5819,울산 남구 대공원입구로 23 (옥동),3층
울산,울산북구지역자활센터,사회복지분야 법인/단체,052-291-1984,울산 북구 호계동,262-2번지 보훈회관 3층
부산,봉생중구노인복지센터,사회복지분야 법인/단체,051-464-9880,부산광역시 중구 중구로 97 (대청동4가),봉생중구노인복지센터
부산,굿네이버스부산동부지부,사회복지분야 법인/단체,051-514-1245,부산 금정구 중앙대로1719번길 23 (부곡동),우남빌딩 202호
부산,인창동구재가노인지원 서비스센터,노인복지시설,051-466-5353,부산 동구 초량동, 1146-9
부산,청록노인복지센터,사회복지분야 법인/단체,051-337-0161,부산광역시 북구 덕천1동 도시개발공사아파트 (109~116동),다상가 1층
서울,참여자치나눔의공동체광진주민연대,사회복지분야 법인/단체,02-466-9390,서울 광진구 자양4동   ,3-9호 1층
전남,의료법인 세화의료재단(나주효사랑병원),사회복지분야 법인/단체,061-330-1880,전남 나주시 금천면 촌곡리, 41-2
제주,(사)제주특별자치도농아인협회서귀포시지회,장애인복지시설,064-733-6810,제주특별자치도 서귀포시 남성중로 130 (서홍동),581-3
울산,울산광역시가정위탁지원센터(울산지부),사회복지분야 법인/단체,052-286-4678,울산광역시 남구 신정동 중앙로,216 안강빌딩 4층
대구,(사) 대구여성장애인연대,사회복지분야 법인/단체,053-637-6058,대구광역시 달서구 와룡로5길 11 (본동),2층
경북,경상북도노인보호전문기관,노인복지시설,054-248-1389,경상북도 포항시 북구 삼흥로 411 (양덕동),기쁨의복지관 B102호
경북,울진지역자활센터,사회복지분야 법인/단체,054-781-4555,경북 울진군 울진읍읍내리 ,울진북로 496-11 (2층)
경북,포항지역자활센터,사회복지분야 법인/단체,054-242-7179,경상북도 포항시 북구 두호동 두호로,35 미문빌딩 3층
경북,경상북도사회복지공동모금회,사회복지분야 법인/단체,053-980-7800,대구 동구 율하동   ,1222번지 메디원타워 4층
울산,(사)밝은미래복지재단,사회복지분야 법인/단체,052-244-0011,울산 중구 푸름길 30 (복산동),2층 법인사무처
전남,영암지역자활센터,사회복지분야 법인/단체,061-471-9933,전라남도 영암군 새동네길,01월 22일
부산,부산광역시가정위탁지원센터,사회복지분야 법인/단체,051-758-8801,부산 수영구 수영로 657 (광안동),"부산가정위탁지원센터, 동원빌딩3층"
충북,청주C.C.C.,사회복지분야 법인/단체,043-271-1760,충북 청주시 흥덕구 운천동,1500
충북,충북가정위탁지원센터,사회복지분야 법인/단체,043-250-1226,충청북도 청주시 흥덕구 서현중로 66 (강서동),404호
충북,(사)어린이재단 충북지역본부,사회복지분야 법인/단체,043-256-4493,충북 청주시 상당구 용암동   ,642-1 3층
울산,(재)정토사관자재회,사회복지분야 법인/단체,052-255-8400,울산 울주군 상북면양등리 ,138-1
전북,무주종합복지관,사회복지관,063-322-1252,전북 무주군 무주읍 한풍루로 425,623번지
경기,부곡종합사회복지관,사회복지관,031-417-3677,경기도 안산시 상록구 성호로 303,부곡종합사회복지관
제주,동부종합사회복지관,사회복지관,064-783-0364,제주특별자치도 서귀포시 성산읍 일출로 14-11,동부종합사회복지관
전북,부송종합사회복지관,사회복지관,063-831-0250,"전북 익산시 무왕로22길 12 (부송동, 이리 부송 영구임대아파트)",22길 12 부송종합사회복지관
전북,전주종합사회복지관,사회복지관,063-284-2733,전북 전주시 완산구 평화1동 평화동1가, 445-1
전북,전라북도장애인복지관,장애인복지시설,063-222-9999,전라북도 전주시 완산구 천잠로 277 (효자동3가),전라북도장애인복지관
경기,함현상생종합사회복지관,사회복지관,031-434-8040,경기 시흥시 정왕동, 1878-11
경기,대야종합사회복지관,사회복지관,031-404-8112,경기 시흥시 대야동, 484-5
경남,양산시종합사회복지관,사회복지관,055-365-9544,경남 양산시 물금읍 범어리, 501번지
경기,상대원1동복지회관,사회복지관,031-747-3038,경기 성남시 중원구 상대원1동,1332번지 상대원1동복지회관
서울,월계종합사회복지관,사회복지관,02-999-4211,서울 노원구 초안산로1길 51 (월계동),월계종합사회복지관
제주,제주도농아복지관,장애인복지시설,064-711-9094,제주특별자치도 제주시 우령서로16길,19(제주도농아복지관)
제주,제주영락종합사회복지관,사회복지관,064-759-4071,제주 제주시 일도2동, 324-10
전북,익산시노인종합복지관,사회복지관,063-837-7722,전북 익산시 모현동, 62-2 (배산공원 내)
대전,정림종합사회복지관,사회복지관,042-584-4451,대전 서구 계백로1286번길 86 (정림동),정림종합사회복지관
충남,공주기독교종합사회복지관,사회복지관,041-856-0881,충남 공주시 중동,321
서울,신길종합사회복지관,사회복지관,02-831-2755,서울특별시 영등포구 신길동 영등포로84길,24-5 신길종합사회복지관
경남,도남사회복지관,사회복지관,055-645-0645,경남 통영시 도남동,발개로 153 도남사회복지관
서울,양재종합사회복지관,사회복지관,02-579-4782,서울 서초구 남부순환로 2610 (양재동),양재종합사회복지관
전북,원광종합사회복지관,사회복지관,063-856-2385,전라북도 익산시 신동,423-1
경기,본오종합사회복지관,사회복지관,031-438-8321,경기 안산시 상록구 본오1동, 523-1
울산,울주군중부종합사회복지관,사회복지관,052-229-9350,울산 울주군 범서읍 ,천상4길 28-14
울산,울주군서부종합사회복지관,사회복지관,052-229-9160,울산 울주군 언양읍 읍성로 169,서부종합사회복지관
울산,울주군남부종합사회복지관,사회복지관,052-229-9300,울산 울주군 온산읍 덕신리, 36-4번지
경기,하남시종합사회복지관,사회복지관,031-790-2944,경기 하남시 덕풍천서로 9 (신장동),하남시종합사회복지관
충남,아우내은빛복지관,사회복지관,041-556-6606,충청남도 천안시 동남구 병천2로,51번지
부산,기장종합사회복지관,사회복지관,051-792-4730,부산 기장군 기장읍,차성로 206
서울,홍은종합사회복지관,사회복지관,02-395-3959,서울특별시 서대문구 세검정로1길 116 (홍은동),홍은종합사회복지관
충남,사회복지법인 오석산요양원,정신요양시설,041-835-5900,충청남도 부여군 부여읍 청마로,61
전북,정심원,정신요양시설,063-243-1212,전라북도 완주군 소양면 송광수만로 343,.
충북,사회복지법인 부활원,정신요양시설,043-732-5353,충북 옥천군 군북면 이백리,39
대전,사회복지법인 구원선신생원,정신요양시설,042-822-9215,대전광역시 유성구 진잠옛로135번길 115 (학하동),신생원
경북,사회복지법인 학정복지재단 영남정신요양원,정신요양시설,054-435-5877,경북 김천시 어모면 능치리, 560번지
경기,가평꽃동네 정신요양원,정신요양시설,031-589-0210,경기도 가평군 조종면 꽃동네길 60,가평꽃동네환희의집
경기,서울정신요양원,정신요양시설,070-7706-1143,경기 양주시 장흥면부곡리,76-2 서울정신요양원
경기,정신요양시설 은혜원,정신요양시설,031-351-2772,경기 화성시 장안면 포승장안로 1194-24,.
경기,사회복지법인 성경복지재단 동두천요양원,정신요양시설,031-867-9820,경기 동두천시 평화로3208번길 43-15 (하봉암동),-
경북,사회복지법인 혜민재단 마야정신요양원,정신요양시설,054-333-5006,경상북도 영천시 내서로,55-24번지
충남,마음편한집,정신요양시설,041-523-2531,충남 천안시 동남구 동면동산리,292
충북,상록원,정신요양시설,043-253-4760,충북 청주시 상당구 월오동, 71-1
전남,밝은마음병원,정신요양시설,061-339-9017,전남 나주시 남평읍 교원리, 386번지
경북,대성사회복지재단 대성그린빌,정신요양시설,054-822-8870,경상북도 안동시 임하면 진사리길,14
전남,의료법인 경애의료재단 담양참사랑병원,보건의료,061-381-7582,전남 담양군 대덕면 ,용산로 369번지
전북,신애원,노숙인복지시설,063-445-1782,전북 군산시 구암동, 63-21
전남,사회복지법인 동명원,노숙인복지시설,061-452-5514,전남 무안군 청계면 복길로 211-35,동명원
경남,인성원,노숙인복지시설,055-375-1797,경상남도 양산시 양산대로,1870-63(용연리)
경기,사회복지시설 성경원,노숙인복지시설,031-865-2490,경기 동두천시 하봉암동, 1번지
경기,가평꽃동네사랑의집,노숙인복지시설,031-589-0140,경기도 가평군 하면 꽃동네길,53-37 가평꽃동네사랑의집
경남,진주복지원,노숙인복지시설,055-762-7620,경남 진주시 문산읍 , 제곡길 98번지 34-13
경기,늘푸른자활의집,노숙인복지시설,031-953-3492,경기 파주시 문산읍 바리골길 421, 485-1
경북,들꽃마을,노숙인복지시설,054-956-9800,경상북도 고령군 우곡면 우곡강변길,516-16
충북,성덕원,노숙인복지시설,043-253-4761,충청북도 청주시 상당구 산성로658번길,301
강원,원주복지원,노숙인복지시설,033-747-1795,강원 원주시 흥업면대안리 ,23
전남,무안여성상담센터,여성복지시설,061-454-1360,전라남도 무안군 무안읍 무안로 522-1,  2층 무안여성상담센터
부산,새길공동체 누림터,여성복지시설,0,부산 연제구 거제천로 102-11 (연산동),00호
경북,칠곡종합상담센터,여성복지시설,054-973-8290,경북 칠곡군 왜관읍 석전리, 571-1번지
인천,은혜주택,여성복지시설,032-874-1355,"인천 미추홀구 석정로429번길 13 (주안동, 은혜주택)",201호
전남,무안열린가정상담센터,여성복지시설,061-454-1365,전남 무안군 무안읍 무안로 507,월암빌딩 5층
전남,함평열린가정상담센터,여성복지시설,061-324-1366,전남 함평군 함평읍 함평리,154-1 (군민회관 내 1층)
대구,본마을빌라모자원,여성복지시설,053-568-5115,대구광역시 달서구 구마로,14남길 46(본동)
전북,이산모자원,여성복지시설,063-244-8018,전북 완주군 용진면 운곡리,760
강원,성은빌,여성복지시설,033-645-3303,강원 강릉시 유산동, 518-1
대전,구세군대전여성의집,여성복지시설,042-583-8875,대전 서구 복수동, 283-271 구세군대전여성의집
광주,우리집,여성복지시설,062-232-2043,광주광역시 광산구 어등대로563번길,30 우리집
부산,한나빌리지,여성복지시설,051-293-3800,부산 사하구 오작로166번길 2 (괴정동),한나빌리지
광주,엠마우스보호작업장,장애인복지시설,062-955-7738,광주광역시 광산구 목련로,2번길 19
광주,엠마우스일터,장애인복지시설,062-371-8801,광주 서구 금호동, 371-6번지
충남,사단법인 한빛회,장애인복지시설,041-579-1404,충남 천안시 서북구 두정동   ,1903 태산빌딩 202호
충남,온유한집,장애인복지시설,041-543-4638,충남 아산시 선장면 서부남로172번길 12-42,온유한집
광주,열린케어장애인자립생활센터,장애인복지시설,062-672-0195,광주광역시 남구 봉선중앙로67번길,9
광주,(사)광주광역시광산구장애인협회,장애인복지시설,062-945-0057,광주광역시 광산구 하남동 고봉로 128,
광주,광주카리타스보호작업장,장애인복지시설,062-943-0406,광주 광산구 삼거동, 603-1번지
광주,바오로일터,장애인복지시설,062-943-3068,광주 광산구 삼거동,노안삼도로 1311
인천,노틀담복지관,장애인복지시설,032-540-8935,인천광역시 계양구 계양산로35번길,12-37 노틀담복지관
인천,늘푸른샘 장애인 주간보호센터,장애인복지시설,032-427-6929,인천광역시 남구 관교동 인하로405번길,7 늘푸른샘장애인주간보호센터
대전,고운누리,장애인복지시설,042-522-8875,대전 서구 도마1동, 33-35
전북,한사랑,장애인복지시설,063-232-7567,전라북도 완주군 상관면 신리 ,588-1번지 세림빌딩3층 한사랑
대전,햇살한줌,장애인복지시설,042-622-7018,대전 대덕구 오정동, 315-10  대전가톨릭사회복지회 별관 2층
충북,충북장애인자립생활센터,장애인복지시설,043-295-4244,충북 청주시 서원구 수곡로5번길 17 (수곡동),1층 충북장애인자립생활센터
전북,무지개가족,장애인복지시설,063-244-8120,전북 완주군 소양면 해월리,620
강원,강원도지적발달장애인복지협회,장애인복지시설,033-263-5465,강원 춘천시 석사동, 322-1
전북,마음사랑의집,장애인복지시설,063-533-8233,전북 정읍시 시기동, 201-1
전남,화순사랑의집,장애인복지시설,061-371-5005,전남 화순군 동면 복암리,455
전남,안양소망의집,장애인복지시설,061-862-2909,전남 장흥군 안양면 해창리, 661-3
충북,예심복지재단 예심하우스,장애인복지시설,043-284-1009,충북 청주시 상당구 남일면 신송2길 30,예심하우스
충북,음성군장애인복지관,장애인복지시설,043-883-2900,충북 음성군 금왕읍 무극리, 343-7
충북,디딤터,장애인복지시설,043-269-0145,충청북도 청원군 우록4길,126
대전,좋은이웃센터,장애인복지시설,042-223-8582,대전광역시 중구 대흥로 171 (대흥동),신신빌딩 4층
대전,대전광역시립장애인종합복지관,장애인복지시설,042-540-3540,대전광역시 유성구 유성대로298번길,175
인천,모퉁이복지재단 인천재활의원,장애인복지시설,032-861-0107,인천 남구 주안3동, 800-17번지
서울,태화샘솟는집,장애인복지시설,02-392-1155,서울특별시 마포구 마포대로,173-20 태화샘솟는집
서울,정신장애인사회복귀시설 한마음세상,장애인복지시설,02-2699-7324,서울 강서구 화곡8동, 410-163
서울,에버그린하우스,장애인복지시설,02-352-0079,"서울특별시 은평구 갈현로29길 51 (갈현동, 예성베르빌)",B01호
서울,강북장애인종합복지관,장애인복지시설,02-989-4215,서울 강북구 번2동, 306-12
서울,기쁜우리복지관,장애인복지시설,02-3665-3831,서울특별시 강서구 허준로 65 (가양동),
서울,노원시각장애인복지관,장애인복지시설,02-950-0173,서울특별시 노원구 덕릉로70가길 98 (상계동),3층 자원봉사센터
서울,삼성소리샘복지관,장애인복지시설,02-824-1414,서울특별시 동작구 상도동 양녕로30길,19-4 삼성소리샘복지관
서울,서울시각장애인복지관,장애인복지시설,02-3433-3833,서울 송파구 삼전동, 109번지 서울시각장애인복지관 6층 운영지원팀
서울,서울시립뇌성마비복지관,장애인복지시설,02-932-4415,서울 노원구 상계6동, 771 (덕릉로 70가길 96)
서울,서울장애인종합복지관,장애인복지시설,02-440-5857,서울 강동구 고덕1동,201
서울,성동장애인종합복지관,장애인복지시설,02-2290-3111,서울 성동구 마장동,527-2 성동장애인종합복지관
서울,성모자애복지관,장애인복지시설,02-3410-8853,서울특별시 강남구 헌릉로757길 35,성모자애복지관
서울,사회복지법인 성북시각장애인복지관,장애인복지시설,02-923-4555 ,서울 성북구 동선동4가, 279-1 성북시각장애인복지관
서울,송파인성장애인복지관,장애인복지시설,02-431-8881,서울 송파구 마천동, 211-90
서울,에덴장애인종합복지관,장애인복지시설,02-2611-1712,서울 구로구 개봉1동, 50-8
대구,해인정신건강상담센터,장애인복지시설,053-425-0425,대구 중구 대봉동 ,156-1번지 진각문화회관2층 
울산,우리사랑복지재단 우리집,장애인복지시설,052-242-0031,울산 중구 성안동, 830-6번지
대구,달구벌정신건강센터,장애인복지시설,053-941-8816,대구 동구 신성로 63 (신암동),3층 달구벌정신건강센터
대구,참누리정신건강상담센터,장애인복지시설,053-959-9925,대구 북구 산격3동, 1291-22번 3층
대구,(사)대한정신보건가족협회부설 대구재활센터,장애인복지시설,053-582-5826,대구 달서구 호산동, 707-1
전남,샤론의 집,장애인복지시설,061-322-3371,전남 함평군 나산면 함장로 2229,샤론의집
충남,누리재활원,장애인복지시설,041-854-6460,충청남도 공주시 분창양달길 77-68,누리재활원
울산,울산북구장애인보호작업장,장애인복지시설,052-282-8170,울산 북구 농공단지3길 1 (달천동),(달천동 267)
경북,성요셉직업재활센터,장애인복지시설,054-954-0046,경북 고령군 성산면 안어실길 75,75 성요셉직업재활센터
경북,사회복지법인 선산재활원,장애인복지시설,054-843-7600,경북 안동시 와룡면 중가구리, 235번지
경북,김천시장애인종합복지관,장애인복지시설,054-434-2400,경상북도 김천시 환경로,136-6
경북,한국농아인협회 경북협회 경산시지회,장애인복지시설,053-811-9422,경북 경산시 삼북동, 278-12번지 3층
경북,예다움,장애인복지시설,054-852-7972,경상북도 안동시 광평2길,106-25
경기,이레,장애인복지시설,031-856-1500,경기도 의정부시 호국로 1304 (의정부동),제이에스베네스트 3층
경기,안산시장애인복지관,장애인복지시설,070-4612-9510,경기 안산시 단원구 원초로 80 (초지동),안산시장애인복지관
경기,성남시장애인종합복지관,장애인복지시설,031-733-3322,경기도 성남시 중원구 사기막골로150번길 20,성남시장애인종합복지관
전북,마음건강복지관,장애인복지시설,063-232-5558,전북 전주시 완산구 중노송동,714-4
충북,제천장애인종합복지관,장애인복지시설,043-652-0900,충북 제천시 청전동, 689번지
서울,서대문장애인종합복지관,장애인복지시설,02-3140-3012,서울 서대문구 북아현1동,129-37 
제주,길직업재활센터,장애인복지시설,064-796-5777,제주 제주시 한림읍 상대리, 4337-2
제주,서귀포작은예수의집,장애인복지시설,064-739-3633,제주 서귀포시 호근동, 1586-4
제주,길정신건강센터,장애인복지시설,064-796-7003,제주 제주시 한림읍 상대리,4337
경기,안양관악장애인종합복지관,장애인복지시설,031-472-7774,경기 안양시 만안구 안양2동, 22-1
서울,조은세상,장애인복지시설,02-439-9593,서울 중랑구 동일로140길 31-21 (중화동),279-33 2층
강원,강원도지체장애인협회인제군지회,장애인복지시설,033-461-7241,강원도 인제군 인제읍 비봉로30번길,58
강원,한울타리,장애인복지시설,033-732-6510,강원 원주시 지정면안창리 ,581-1
강원,강원도장애인종합복지관,장애인복지시설,033-255-2491,강원 춘천시 사농동, 105-5
강원,강원도장애인종합복지관철원분관,장애인복지시설,033-458-2493,강원도 철원군 와수로136번길 5, 1133-43
강원,강원도장애인종합복지관평창분관,장애인복지시설,033-333-4993,강원 평창군 평창읍 ,중앙로 67
충남,충남정심원,장애인복지시설,041-933-1717,충청남도 보령시 주교면 보령북로,404
충남,소망공동체,장애인복지시설,041-856-8157,충청남도 공주시 상왕동 건너들길,28
광주,(사)광주광역시지체장애인협회,사회복지분야 법인/단체,062-529-3329,광주광역시 서구 하남대로680번길,"1, 동림프라자 4층 (동천동)"
광주,사단법인 광주광역시 곰두리 봉사회,장애인복지시설,062-222-5556,광주광역시 남구 백운동  ,653-1
광주,(복)영화복지회,장애인복지시설,062-431-6898,광주 동구 소태동 ,398-1
충남,사회복귀시설 좋은이웃,장애인복지시설,041-544-4580,충청남도 아산시 음봉면 음봉로681번길,75 좋은이웃
충남,정신재활시설 보람의 집,장애인복지시설,041-735-9984,충청남도 논산시 한전2길,45-13
충남,천안시장애인보호작업장,장애인복지시설,041-621-6163,충청남도 천안시 서북구 성정동 축구센터로,204
충남,사회복지법인 다사랑,장애인복지시설,041-752-2000,충남 금산군 금성면 마수로 208,상세주소
충남,죽전직업재활원,장애인복지시설,041-555-5440,충남 천안시 동남구 구성동   ,107-9
서울,한국시각장애인복지관,장애인복지시설,02-440-5230,서울 강동구 상일동, 126번지 
전남,(사)전남지체장애인협회 광양시지회,장애인복지시설,061-761-4500,전남 광양시 광양읍칠성리,927-2
전남,(사)한국농아인협회순천지부순천시수화통역센타,장애인복지시설,061-742-1754,전남 순천시 저전동, 224-4(2층)
전남,강진군수화통역센터,장애인복지시설,061-433-6730,전라남도 강진군 강진읍 영랑로4길,15
전남,(사)한국농아인협회전남협회광양시지부,장애인복지시설,061-792-3115,전라남도 광양시 구마10길 25,(사)한국농아인협회전남협회광양시지부
전남,(사)전남여성장애인연대,장애인복지시설,061-283-3767,전남 목포시 영산로 361 (용해동),2층
전남,광양시장애인종합복지관,장애인복지시설,061-761-4438,전남 광양시 광양읍 덕례리, 1724-3번지
전남,전남지체장애인협회 여수시지회,장애인복지시설,061-652-5841,전남 여수시 미평동 ,183-1
경기,향기로운집,장애인복지시설,031-632-6073,경기 이천시 모가면 산내리, 3-9
경기,동두천시장애인종합복지관,장애인복지시설,031-867-0080,경기 동두천시 상패동, 54 동두천시장애인종합복지관
경기,엘리엘동산,장애인복지시설,031-631-6644,경기 이천시 마장면 장암리, 584-1
울산,울산광역시장애인체육관,장애인복지시설,052-269-4842,울산광역시 남구 삼산동  , 1538-5번지
충북,프란치스코의집,장애인복지시설,043-295-2515,충청북도 청주시 흥덕구 남지로21번길,66 프란치스코의집
대구,일심재활원,장애인복지시설,053-963-3927,대구광역시 동구 반야월북로27길 33,일심재활원
전북,동그라미,장애인복지시설,063-835-7300,전북 익산시 석왕동, 1-5
전북,사회복지법인 전북보성원,장애인복지시설,063-835-1752,전북 익산시 석암동, 358-25
전북,군산장애인종합복지관,장애인복지시설,063-466-7981,전라북도 군산시 칠성안3길,37
전북,장애인거주시설 자애원,장애인복지시설,063-536-1451,전라북도 정읍시 만수길 52,자애원
강원,십시일반,장애인복지시설,033-746-1206,강원 원주시 원일로 250 (학성동),.
경기,양지바른,장애인복지시설,031-338-8855,경기 용인시 처인구 양지면 주북리,141-4
서울,삼성농아원,장애인복지시설,02-823-2234,서울 동작구 상도4동, 211-121
광주,인광 희망의 샘,정신요양시설,062-233-4006,광주 동구 금남로 170-24 (금남로5가),인광희망의 샘
경북,대동시온재활원,장애인복지시설,053-712-3217,경북 경산시 진량읍 초원길 53-7, 양기리 산3번지
제주,제주도장애인종합복지관북부분관,장애인복지시설,064-782-0295,제주 제주시 구좌읍 김녕리,1803
강원,강릉시장애인종합복지관,장애인복지시설,033-643-1801,강원 강릉시 사천면 방동리, 산 40-4
제주,가롤로의집,장애인복지시설,064-723-0245,제주특별자치도 제주시 기와5길,79
